0,0
23.8125,0
42.8625,0
61.9125,0
80.9625,0
100.0125,0
119.0625,0
138.1125,0
157.1625,0
176.2125,0
195.2625,0
214.3125,0
233.3625,0
252.4125,0
276.225,0
295.275,0
0,19.05
23.8125,19.05
42.8625,19.05
61.9125,19.05
80.9625,19.05
100.0125,19.05
119.0625,19.05
138.1125,19.05
157.1625,19.05
176.2125,19.05
195.2625,19.05
214.3125,19.05
233.3625,19.05
252.4125,19.05
276.225,19.05
295.275,19.05
0,38.1
23.8125,38.1
42.8625,38.1
61.9125,38.1
80.9625,38.1
100.0125,38.1
119.0625,38.1
138.1125,38.1
157.1625,38.1
176.2125,38.1
195.2625,38.1
214.3125,38.1
233.3625,38.1
252.4125,38.1
0,57.15
28.575,57.15
52.3875,57.15
71.4375,57.15
90.4875,57.15
109.5375,57.15
128.5875,57.15
147.6375,57.15
166.6875,57.15
185.7375,57.15
204.7875,57.15
223.8375,57.15
247.65,57.15
276.225,57.15
0,76.2
23.8125,76.2
42.8625,76.2
61.9125,76.2
80.9625,76.2
111.125,76.2
146.05,76.2
176.2125,76.2
195.2625,76.2
214.3125,76.2
233.3625,76.2
257.175,76.2
276.225,76.2
295.275,76.2
26.19375,57.15
250.03125,57.15
2.38125,76.2
235.74375,76.2
